conversation_id,root_tweet_id,customer_id,preliminary_intent,customer_initial_query,clean_customer_query,agent_first_reply,clean_agent_reply,num_turns,has_link_or_dm
conv_39674,39674,124684,battery_power,iOS11.1 update available. Let's hope this sorts the horrific battery life since the last one eh @AppleSupport?,iOS11.1 update available. Let's hope this sorts the horrific battery life since the last one eh @AppleSupport?,"@124683 Battery life is definitely important, and we can help. To start, DM us the iOS version your iPhone is on. https://t.co/GDrqU22YpT","Battery life is definitely important, and we can help. To start, DM us the iOS version your iPhone is on.",3,True
conv_40474,40474,124875,battery_power,@AppleSupport My battery is draining quickly on my iPhone 6s when I use 3G. I lose like 5% a minute. But it’s better when I use my WiFi.,My battery is draining quickly on my iPhone 6s when I use 3G. I lose like 5% a minute. But it’s better when I use my WiFi.,@124875 We've responded to your DM. Look for us there.,We've responded to your DM. Look for us there.,2,True
conv_40478,40478,124877,battery_power,"@AppleSupport hey, we need a new iOS update ASAP. My 6S’s battery life was literally cut almost in half and with less use! Work on it.","hey, we need a new iOS update ASAP. My 6S’s battery life was literally cut almost in half and with less use! Work on it.",@124877 We received your DM and will continue with you from there. Keep an eye out for our response.,We received your DM and will continue with you from there. Keep an eye out for our response.,2,True
conv_40498,40498,124882,battery_power,@124888 @115858 @AppleSupport is there an official fix for the 11.0.3 battery issue? 😰😭😓,is there an official fix for the 11.0.3 battery issue? 😰😭😓,"@124882 If you're having issues with your iPhone battery life, we'd like to help. Update to iOS 11.1 & let us know if that persists after.","If you're having issues with your iPhone battery life, we'd like to help. Update to iOS 11.1 & let us know if that persists after.",21,False
conv_40516,40516,124889,battery_power,"@124890 Não melhorou. PIOROU!
Sai de casa com 100% de bateria e cheguei no trampo com 92%... SEM USAR!
@AppleSupport please, fiX the battery issue!","Não melhorou. PIOROU! Sai de casa com 100% de bateria e cheguei no trampo com 92%... SEM USAR! @AppleSupport please, fiX the battery issue!","@124889 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt","Since our Twitter support is available in English, get help at or join",2,True
conv_40524,40524,124893,battery_power,@AppleSupport is the battery drain using iOS 11.0.2 we’ll know? I can see my battery drain crazy after used on 4G for a couple of min!,is the battery drain using iOS 11.0.2 we’ll know? I can see my battery drain crazy after used on 4G for a couple of min!,"@124893 We're here to help. Let's update to iOS 11.1 as it was recently released. For steps, check out this link: https://t.co/80YRnjDFDk","We're here to help. Let's update to iOS 11.1 as it was recently released. For steps, check out this link:",2,True
conv_41594,41594,125148,battery_power,@AppleSupport Hey guys just upgraded to IOS 11.0.3 Battery drain horrendous on my 6s. NEVER seen it so bad!!! Can you please improve this..😔,Hey guys just upgraded to IOS 11.0.3 Battery drain horrendous on my 6s. NEVER seen it so bad!!! Can you please improve this..😔,@125148 Hi Alice. We've released an update to 11.1. Please navigate to Settings > General > Software Update to install the update.,Hi Alice. We've released an update to 11.1. Please navigate to Settings > General > Software Update to install the update.,6,False
conv_41610,41610,125151,battery_power,@AppleSupport battery life on iOS 11.1 sucks. Really really bad.,battery life on iOS 11.1 sucks. Really really bad.,@125151 Hello. Let's talk via DM and we'll check a few things together. Please tap here to continue? https://t.co/GDrqU22YpT,Hello. Let's talk via DM and we'll check a few things together. Please tap here to continue?,2,True
conv_41617,41617,125154,battery_power,The new #IOS update is killing my battery. Why is this happening? @AppleSupport,The new #IOS update is killing my battery. Why is this happening? @AppleSupport,@125154 Thanks for reaching out to us. Let's work to get that battery life increased. Which version of iOS is currently installed?,Thanks for reaching out to us. Let's work to get that battery life increased. Which version of iOS is currently installed?,4,False
conv_41645,41645,125162,battery_power,iPhone battery went from 100 to 54 in just 40 minutes. I updated the iOS yesterday. What gives? @AppleSupport,iPhone battery went from 100 to 54 in just 40 minutes. I updated the iOS yesterday. What gives? @AppleSupport,@125162 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,We're here to help. Let's take this to DM so we can better assist you.,2,True
conv_41711,41711,125182,battery_power,"@AppleSupport just upgraded to 11.1, and had 50% battery drain on iPhone 6 during my bike ride to work (1 hour).  This is unacceptable","just upgraded to 11.1, and had 50% battery drain on iPhone 6 during my bike ride to work (1 hour). This is unacceptable","@125182 We’d love to help with your battery life. To start, please send us a DM. https://t.co/GDrqU22YpT","We’d love to help with your battery life. To start, please send us a DM.",2,True
conv_42626,42626,125420,battery_power,@AppleSupport just took 6% of my battery to pull up an email for my target in store order. This has been happening since the last update 😡,just took 6% of my battery to pull up an email for my target in store order. This has been happening since the last update 😡,@125420 Have you updated to iOS 11.1 yet? https://t.co/80YRnjDFDk Send us a DM and let us know. https://t.co/GDrqU22YpT,Have you updated to iOS 11.1 yet? Send us a DM and let us know.,3,True
conv_42651,42651,125428,battery_power,@AppleSupport Just wanted to report poor battery life on iPhone 6S following iOS 11.1 update yesterday. Phone also running warmer.,Just wanted to report poor battery life on iPhone 6S following iOS 11.1 update yesterday. Phone also running warmer.,"@125428 We’d love to help with your battery life. To start, please send us a DM. https://t.co/GDrqU22YpT","We’d love to help with your battery life. To start, please send us a DM.",2,True
conv_43192,43192,125565,battery_power,"@AppleSupport I got my iphone 7 9 months ago. Since the ios 11 update I have to charge it twice a day, I get no more than 3/4hs of total usage before battery drains out. I love you apple, but please fix this!","I got my iphone 7 9 months ago. Since the ios 11 update I have to charge it twice a day, I get no more than 3/4hs of total usage before battery drains out. I love you apple, but please fix this!","@125565 We know how important it is to have the battery in your iPhone performing at its best. There can be many factors which influence the battery performance. Let's take a closer look together. Send us a DM, telling us which version of iOS 11 is on your iPhone 7, to begin. https://t.co/GDrqU22YpT","We know how important it is to have the battery in your iPhone performing at its best. There can be many factors which influence the battery performance. Let's take a closer look together. Send us a DM, telling us which version of iOS 11 is on your iPhone 7, to begin.",2,True
conv_43197,43197,125567,battery_power,"Apple can I have the option back for auto brightness, would be fab since my battery is atrocious anyway 👍🏻
@AppleSupport @115858","Apple can I have the option back for auto brightness, would be fab since my battery is atrocious anyway 👍🏻 @AppleSupport @115858","@125567 Auto-Brightness is still available, it's just moved to Settings > General > Accessibility > Display Accommodations.
Also, if you're having issues with your battery, meet us in DM with some details, tell us which country you're in, and we'll take a look with you. https://t.co/GDrqU22YpT","Auto-Brightness is still available, it's just moved to Settings > General > Accessibility > Display Accommodations. Also, if you're having issues with your battery, meet us in DM with some details, tell us which country you're in, and we'll take a look with you.",2,True
